category_id,category,capability_director,skill_id,slug,name,output,maximum_action_tier,proactivity_default
customer-service,"Customer Service, Support Operations, and Contact Center Quality",Entitlement and Remedy Operations,SK-CUSTOMER-SERVICE-SERVICE-CONSENT-CHECK,customer-service-service-consent-check,Service Consent Check,service_consent_check_packet.v1,A0,P0
customer-service,"Customer Service, Support Operations, and Contact Center Quality",Service Delivery Coordination,SK-CUSTOMER-SERVICE-ACCESSIBILITY-ACCOMMODATION-HANDOFF,customer-service-accessibility-accommodation-handoff,Accessibility Accommodation Handoff,accessibility_accommodation_handoff_packet.v1,A0,P0
customer-service,"Customer Service, Support Operations, and Contact Center Quality",Customer Retention Support,SK-CUSTOMER-SERVICE-CUSTOMER-SAVE-CASE-PREPARATION,customer-service-customer-save-case-preparation,Customer Save Case Preparation,customer_save_case_preparation_packet.v1,A0,P0
customer-service,"Customer Service, Support Operations, and Contact Center Quality",Service Quality and Improvement,SK-CUSTOMER-SERVICE-SURVEY-INSIGHT-SYNTHESIS,customer-service-survey-insight-synthesis,Survey Insight Synthesis,survey_insight_synthesis_packet.v1,A0,P0
customer-service,"Customer Service, Support Operations, and Contact Center Quality",Service Delivery Coordination,SK-CUSTOMER-SERVICE-FIELD-SERVICE-DISPATCH-READINESS,customer-service-field-service-dispatch-readiness,Field Service Dispatch Readiness,field_service_dispatch_readiness_packet.v1,A0,P0
customer-service,"Customer Service, Support Operations, and Contact Center Quality",Case Intake and Routing,SK-CUSTOMER-SERVICE-CASE-CLOSURE-QUALITY-CHECK,customer-service-case-closure-quality-check,Case Closure Quality Check,case_closure_quality_check_packet.v1,A0,P0
customer-service,"Customer Service, Support Operations, and Contact Center Quality",Service Quality and Improvement,SK-CUSTOMER-SERVICE-SUPPORT-ANALYTICS-PACK,customer-service-support-analytics-pack,Support Analytics Pack,support_analytics_pack_packet.v1,A0,P0
customer-service,"Customer Service, Support Operations, and Contact Center Quality",Contact Center Operations,SK-CUSTOMER-SERVICE-WORKFORCE-SCHEDULE-EXCEPTION,customer-service-workforce-schedule-exception,Workforce Schedule Exception,workforce_schedule_exception_packet.v1,A0,P0
people,"Human Resources, Talent, Workforce Administration, and Learning",Talent Acquisition Operations,SK-PEOPLE-REQUISITION-QUALITY-REVIEW,people-requisition-quality-review,Requisition Quality Review,requisition_quality_review_packet.v1,A0,P0
people,"Human Resources, Talent, Workforce Administration, and Learning",Talent Acquisition Operations,SK-PEOPLE-CANDIDATE-SCREENING-PREPARATION,people-candidate-screening-preparation,Candidate Screening Preparation,candidate_screening_preparation_packet.v1,A0,P0
people,"Human Resources, Talent, Workforce Administration, and Learning",Talent Acquisition Operations,SK-PEOPLE-INTERVIEW-COORDINATION-READINESS,people-interview-coordination-readiness,Interview Coordination Readiness,interview_coordination_readiness_packet.v1,A0,P0
people,"Human Resources, Talent, Workforce Administration, and Learning",Talent Acquisition Operations,SK-PEOPLE-OFFER-APPROVAL-PREPARATION,people-offer-approval-preparation,Offer Approval Preparation,offer_approval_preparation_packet.v1,A0,P0
people,"Human Resources, Talent, Workforce Administration, and Learning",Employee Lifecycle Operations,SK-PEOPLE-ONBOARDING-READINESS-ASSESSMENT,people-onboarding-readiness-assessment,Onboarding Readiness Assessment,onboarding_readiness_assessment_packet.v1,A0,P0
people,"Human Resources, Talent, Workforce Administration, and Learning",Payroll and Time Administration,SK-PEOPLE-PAYROLL-EXCEPTION-TRIAGE,people-payroll-exception-triage,Payroll Exception Triage,payroll_exception_triage_packet.v1,A0,P2
people,"Human Resources, Talent, Workforce Administration, and Learning",Payroll and Time Administration,SK-PEOPLE-TIME-ATTENDANCE-EXCEPTION,people-time-attendance-exception,Time Attendance Exception,time_attendance_exception_packet.v1,A0,P0
people,"Human Resources, Talent, Workforce Administration, and Learning",Employee Lifecycle Operations,SK-PEOPLE-LEAVE-CASE-PREPARATION,people-leave-case-preparation,Leave Case Preparation,leave_case_preparation_packet.v1,A0,P0
people,"Human Resources, Talent, Workforce Administration, and Learning",Employee Lifecycle Operations,SK-PEOPLE-BENEFITS-ENROLLMENT-READINESS,people-benefits-enrollment-readiness,Benefits Enrollment Readiness,benefits_enrollment_readiness_packet.v1,A0,P0
people,"Human Resources, Talent, Workforce Administration, and Learning",Learning and Capability Development,SK-PEOPLE-LEARNING-NEEDS-ANALYSIS,people-learning-needs-analysis,Learning Needs Analysis,learning_needs_analysis_packet.v1,A0,P0
people,"Human Resources, Talent, Workforce Administration, and Learning",Learning and Capability Development,SK-PEOPLE-SKILL-PROFILE-QUALITY-CHECK,people-skill-profile-quality-check,Skill Profile Quality Check,skill_profile_quality_check_packet.v1,A0,P0
people,"Human Resources, Talent, Workforce Administration, and Learning",Performance and Talent Growth,SK-PEOPLE-PERFORMANCE-CHECKIN-PREPARATION,people-performance-checkin-preparation,Performance Checkin Preparation,performance_checkin_preparation_packet.v1,A0,P0
people,"Human Resources, Talent, Workforce Administration, and Learning",Performance and Talent Growth,SK-PEOPLE-SUCCESSION-RISK-EVIDENCE,people-succession-risk-evidence,Succession Risk Evidence,succession_risk_evidence_packet.v1,A0,P1
people,"Human Resources, Talent, Workforce Administration, and Learning",Workforce Planning,SK-PEOPLE-WORKFORCE-PLAN-VARIANCE,people-workforce-plan-variance,Workforce Plan Variance,workforce_plan_variance_packet.v1,A0,P0
people,"Human Resources, Talent, Workforce Administration, and Learning",Employee Lifecycle Operations,SK-PEOPLE-MOBILITY-CASE-READINESS,people-mobility-case-readiness,Mobility Case Readiness,mobility_case_readiness_packet.v1,A0,P0
people,"Human Resources, Talent, Workforce Administration, and Learning",Contingent Workforce Operations,SK-PEOPLE-CONTINGENT-WORKER-COMPLIANCE,people-contingent-worker-compliance,Contingent Worker Compliance,contingent_worker_compliance_packet.v1,A0,P0
people,"Human Resources, Talent, Workforce Administration, and Learning",Workforce Planning,SK-PEOPLE-HEADCOUNT-CONTROL-CHECK,people-headcount-control-check,Headcount Control Check,headcount_control_check_packet.v1,A0,P0
people,"Human Resources, Talent, Workforce Administration, and Learning",Employee Relations and Ethics,SK-PEOPLE-EMPLOYEE-RELATIONS-EVIDENCE,people-employee-relations-evidence,Employee Relations Evidence,employee_relations_evidence_packet.v1,A0,P0
people,"Human Resources, Talent, Workforce Administration, and Learning",People Governance,SK-PEOPLE-PEOPLE-POLICY-QUERY-TRIAGE,people-people-policy-query-triage,People Policy Query Triage,people_policy_query_triage_packet.v1,A0,P2
people,"Human Resources, Talent, Workforce Administration, and Learning",Employee Lifecycle Operations,SK-PEOPLE-ACCOMMODATION-HANDOFF-PREPARATION,people-accommodation-handoff-preparation,Accommodation Handoff Preparation,accommodation_handoff_preparation_packet.v1,A0,P0
people,"Human Resources, Talent, Workforce Administration, and Learning",Employee Lifecycle Operations,SK-PEOPLE-EXIT-READINESS-CHECK,people-exit-readiness-check,Exit Readiness Check,exit_readiness_check_packet.v1,A0,P0
people,"Human Resources, Talent, Workforce Administration, and Learning",Performance and Talent Growth,SK-PEOPLE-ENGAGEMENT-TREND-SYNTHESIS,people-engagement-trend-synthesis,Engagement Trend Synthesis,engagement_trend_synthesis_packet.v1,A0,P0
people,"Human Resources, Talent, Workforce Administration, and Learning",People Governance,SK-PEOPLE-DEI-METRIC-EVIDENCE,people-dei-metric-evidence,Dei Metric Evidence,dei_metric_evidence_packet.v1,A0,P0
people,"Human Resources, Talent, Workforce Administration, and Learning",People Governance,SK-PEOPLE-HR-DATA-QUALITY-REMEDIATION,people-hr-data-quality-remediation,Hr Data Quality Remediation,hr_data_quality_remediation_packet.v1,A1,P0
people,"Human Resources, Talent, Workforce Administration, and Learning",People Governance,SK-PEOPLE-ETHICS-TRAINING-COMPLETION-REVIEW,people-ethics-training-completion-review,Ethics Training Completion Review,ethics_training_completion_review_packet.v1,A0,P0
legal-risk,"Legal Operations, Privacy, Ethics, Regulatory Compliance, and Enterprise Risk",Contract Operations,SK-LEGAL-RISK-CONTRACT-INTAKE-CLASSIFICATION,legal-risk-contract-intake-classification,Contract Intake Classification,contract_intake_classification_packet.v1,A0,P1
legal-risk,"Legal Operations, Privacy, Ethics, Regulatory Compliance, and Enterprise Risk",Contract Operations,SK-LEGAL-RISK-CLAUSE-VARIANCE-ANALYSIS,legal-risk-clause-variance-analysis,Clause Variance Analysis,clause_variance_analysis_packet.v1,A0,P0
legal-risk,"Legal Operations, Privacy, Ethics, Regulatory Compliance, and Enterprise Risk",Contract Operations,SK-LEGAL-RISK-OBLIGATION-EXTRACTION,legal-risk-obligation-extraction,Obligation Extraction,obligation_extraction_packet.v1,A0,P0
legal-risk,"Legal Operations, Privacy, Ethics, Regulatory Compliance, and Enterprise Risk",Legal Matter Operations,SK-LEGAL-RISK-LEGAL-HOLD-READINESS,legal-risk-legal-hold-readiness,Legal Hold Readiness,legal_hold_readiness_packet.v1,A0,P0
legal-risk,"Legal Operations, Privacy, Ethics, Regulatory Compliance, and Enterprise Risk",Legal Matter Operations,SK-LEGAL-RISK-LITIGATION-EVIDENCE-COMPILATION,legal-risk-litigation-evidence-compilation,Litigation Evidence Compilation,litigation_evidence_compilation_packet.v1,A0,P0
legal-risk,"Legal Operations, Privacy, Ethics, Regulatory Compliance, and Enterprise Risk",Intellectual Property Operations,SK-LEGAL-RISK-IP-DOCKET-READINESS,legal-risk-ip-docket-readiness,Ip Docket Readiness,ip_docket_readiness_packet.v1,A0,P0
legal-risk,"Legal Operations, Privacy, Ethics, Regulatory Compliance, and Enterprise Risk",Privacy Operations,SK-LEGAL-RISK-PRIVACY-REQUEST-INTAKE,legal-risk-privacy-request-intake,Privacy Request Intake,privacy_request_intake_packet.v1,A1,P0
legal-risk,"Legal Operations, Privacy, Ethics, Regulatory Compliance, and Enterprise Risk",Privacy Operations,SK-LEGAL-RISK-DPIA-PREPARATION,legal-risk-dpia-preparation,Dpia Preparation,dpia_preparation_packet.v1,A0,P1
legal-risk,"Legal Operations, Privacy, Ethics, Regulatory Compliance, and Enterprise Risk",Privacy Operations,SK-LEGAL-RISK-CONSENT-REGISTER-QUALITY-CHECK,legal-risk-consent-register-quality-check,Consent Register Quality Check,consent_register_quality_check_packet.v1,A0,P0
legal-risk,"Legal Operations, Privacy, Ethics, Regulatory Compliance, and Enterprise Risk",Information Governance,SK-LEGAL-RISK-RECORDS-RETENTION-REVIEW,legal-risk-records-retention-review,Records Retention Review,records_retention_review_packet.v1,A0,P0
legal-risk,"Legal Operations, Privacy, Ethics, Regulatory Compliance, and Enterprise Risk",Compliance Governance,SK-LEGAL-RISK-POLICY-CHANGE-IMPACT-ANALYSIS,legal-risk-policy-change-impact-analysis,Policy Change Impact Analysis,policy_change_impact_analysis_packet.v1,A0,P0
legal-risk,"Legal Operations, Privacy, Ethics, Regulatory Compliance, and Enterprise Risk",Regulatory Intelligence,SK-LEGAL-RISK-REGULATORY-HORIZON-SCAN,legal-risk-regulatory-horizon-scan,Regulatory Horizon Scan,regulatory_horizon_scan_packet.v1,A0,P1
legal-risk,"Legal Operations, Privacy, Ethics, Regulatory Compliance, and Enterprise Risk",Compliance Assurance,SK-LEGAL-RISK-CONTROL-TEST-EVIDENCE,legal-risk-control-test-evidence,Control Test Evidence,control_test_evidence_packet.v1,A0,P0
legal-risk,"Legal Operations, Privacy, Ethics, Regulatory Compliance, and Enterprise Risk",Compliance Assurance,SK-LEGAL-RISK-ISSUE-TRIAGE,legal-risk-issue-triage,Issue Triage,issue_triage_packet.v1,A0,P2
legal-risk,"Legal Operations, Privacy, Ethics, Regulatory Compliance, and Enterprise Risk",Enterprise Risk Management,SK-LEGAL-RISK-ENTERPRISE-RISK-ASSESSMENT-PREP,legal-risk-enterprise-risk-assessment-prep,Enterprise Risk Assessment Prep,enterprise_risk_assessment_prep_packet.v1,A0,P1
legal-risk,"Legal Operations, Privacy, Ethics, Regulatory Compliance, and Enterprise Risk",Compliance Assurance,SK-LEGAL-RISK-AUDIT-FINDING-REMEDIATION,legal-risk-audit-finding-remediation,Audit Finding Remediation,audit_finding_remediation_packet.v1,A0,P1
legal-risk,"Legal Operations, Privacy, Ethics, Regulatory Compliance, and Enterprise Risk",Compliance Governance,SK-LEGAL-RISK-COMPLIANCE-TRAINING-EXCEPTION,legal-risk-compliance-training-exception,Compliance Training Exception,compliance_training_exception_packet.v1,A0,P0
legal-risk,"Legal Operations, Privacy, Ethics, Regulatory Compliance, and Enterprise Risk",Financial Crime Compliance,SK-LEGAL-RISK-SANCTIONS-SCREENING-CASE-PREP,legal-risk-sanctions-screening-case-prep,Sanctions Screening Case Prep,sanctions_screening_case_prep_packet.v1,A0,P0
legal-risk,"Legal Operations, Privacy, Ethics, Regulatory Compliance, and Enterprise Risk",Financial Crime Compliance,SK-LEGAL-RISK-AML-CASE-EVIDENCE-PREP,legal-risk-aml-case-evidence-prep,Aml Case Evidence Prep,aml_case_evidence_prep_packet.v1,A0,P0
legal-risk,"Legal Operations, Privacy, Ethics, Regulatory Compliance, and Enterprise Risk",Ethics and Conduct,SK-LEGAL-RISK-CONFLICT-OF-INTEREST-REVIEW,legal-risk-conflict-of-interest-review,Conflict Of Interest Review,conflict_of_interest_review_packet.v1,A0,P0
legal-risk,"Legal Operations, Privacy, Ethics, Regulatory Compliance, and Enterprise Risk",Ethics and Conduct,SK-LEGAL-RISK-GIFTS-HOSPITALITY-REVIEW,legal-risk-gifts-hospitality-review,Gifts Hospitality Review,gifts_hospitality_review_packet.v1,A0,P0
legal-risk,"Legal Operations, Privacy, Ethics, Regulatory Compliance, and Enterprise Risk",Ethics and Conduct,SK-LEGAL-RISK-ETHICS-ALLEGATION-INTAKE,legal-risk-ethics-allegation-intake,Ethics Allegation Intake,ethics_allegation_intake_packet.v1,A1,P0
legal-risk,"Legal Operations, Privacy, Ethics, Regulatory Compliance, and Enterprise Risk",Corporate Governance,SK-LEGAL-RISK-BOARD-GOVERNANCE-PACK,legal-risk-board-governance-pack,Board Governance Pack,board_governance_pack_packet.v1,A0,P0
legal-risk,"Legal Operations, Privacy, Ethics, Regulatory Compliance, and Enterprise Risk",Risk Transfer Operations,SK-LEGAL-RISK-INSURANCE-CLAIM-EVIDENCE,legal-risk-insurance-claim-evidence,Insurance Claim Evidence,insurance_claim_evidence_packet.v1,A0,P0
legal-risk,"Legal Operations, Privacy, Ethics, Regulatory Compliance, and Enterprise Risk",Legal Matter Operations,SK-LEGAL-RISK-CRISIS-LEGAL-COORDINATION,legal-risk-crisis-legal-coordination,Crisis Legal Coordination,crisis_legal_coordination_packet.v1,A0,P2
operations,"Supply Chain, Manufacturing, Quality, Field Operations, and Asset Management",Planning and S&OP,SK-OPERATIONS-DEMAND-FORECAST-EXCEPTION,operations-demand-forecast-exception,Demand Forecast Exception,demand_forecast_exception_packet.v1,A0,P0
operations,"Supply Chain, Manufacturing, Quality, Field Operations, and Asset Management",Inventory and Warehouse Operations,SK-OPERATIONS-INVENTORY-HEALTH-REVIEW,operations-inventory-health-review,Inventory Health Review,inventory_health_review_packet.v1,A0,P1
operations,"Supply Chain, Manufacturing, Quality, Field Operations, and Asset Management",Inventory and Warehouse Operations,SK-OPERATIONS-STOCKOUT-RISK-MONITORING,operations-stockout-risk-monitoring,Stockout Risk Monitoring,stockout_risk_monitoring_packet.v1,A0,P1
operations,"Supply Chain, Manufacturing, Quality, Field Operations, and Asset Management",Logistics and Order Fulfillment,SK-OPERATIONS-SUPPLIER-ETA-EXCEPTION,operations-supplier-eta-exception,Supplier Eta Exception,supplier_eta_exception_packet.v1,A0,P2
operations,"Supply Chain, Manufacturing, Quality, Field Operations, and Asset Management",Logistics and Order Fulfillment,SK-OPERATIONS-ORDER-PROMISE-READINESS,operations-order-promise-readiness,Order Promise Readiness,order_promise_readiness_packet.v1,A0,P0
operations,"Supply Chain, Manufacturing, Quality, Field Operations, and Asset Management",Logistics and Order Fulfillment,SK-OPERATIONS-LOGISTICS-DISRUPTION-CASE,operations-logistics-disruption-case,Logistics Disruption Case,logistics_disruption_case_packet.v1,A0,P0
operations,"Supply Chain, Manufacturing, Quality, Field Operations, and Asset Management",Trade and Logistics Compliance,SK-OPERATIONS-CUSTOMS-DOCUMENT-READINESS,operations-customs-document-readiness,Customs Document Readiness,customs_document_readiness_packet.v1,A0,P0
operations,"Supply Chain, Manufacturing, Quality, Field Operations, and Asset Management",Inventory and Warehouse Operations,SK-OPERATIONS-WAREHOUSE-EXCEPTION-TRIAGE,operations-warehouse-exception-triage,Warehouse Exception Triage,warehouse_exception_triage_packet.v1,A0,P2
operations,"Supply Chain, Manufacturing, Quality, Field Operations, and Asset Management",Quality Management,SK-OPERATIONS-QUALITY-DEVIATION-INTAKE,operations-quality-deviation-intake,Quality Deviation Intake,quality_deviation_intake_packet.v1,A0,P0
operations,"Supply Chain, Manufacturing, Quality, Field Operations, and Asset Management",Quality Management,SK-OPERATIONS-NONCONFORMANCE-EVIDENCE-PACK,operations-nonconformance-evidence-pack,Nonconformance Evidence Pack,nonconformance_evidence_pack_packet.v1,A0,P0
operations,"Supply Chain, Manufacturing, Quality, Field Operations, and Asset Management",Quality Management,SK-OPERATIONS-CORRECTIVE-ACTION-VERIFICATION,operations-corrective-action-verification,Corrective Action Verification,corrective_action_verification_packet.v1,A0,P0
operations,"Supply Chain, Manufacturing, Quality, Field Operations, and Asset Management",Production Operations,SK-OPERATIONS-PRODUCTION-SCHEDULE-EXCEPTION,operations-production-schedule-exception,Production Schedule Exception,production_schedule_exception_packet.v1,A0,P0
operations,"Supply Chain, Manufacturing, Quality, Field Operations, and Asset Management",Maintenance and Reliability,SK-OPERATIONS-MAINTENANCE-PLAN-READINESS,operations-maintenance-plan-readiness,Maintenance Plan Readiness,maintenance_plan_readiness_packet.v1,A0,P0
operations,"Supply Chain, Manufacturing, Quality, Field Operations, and Asset Management",Maintenance and Reliability,SK-OPERATIONS-ASSET-HEALTH-EVIDENCE,operations-asset-health-evidence,Asset Health Evidence,asset_health_evidence_packet.v1,A0,P1
operations,"Supply Chain, Manufacturing, Quality, Field Operations, and Asset Management",Field Operations,SK-OPERATIONS-FIELD-SERVICE-READINESS,operations-field-service-readiness,Field Service Readiness,field_service_readiness_packet.v1,A0,P0
operations,"Supply Chain, Manufacturing, Quality, Field Operations, and Asset Management",Maintenance and Reliability,SK-OPERATIONS-WORK-ORDER-QUALITY-CHECK,operations-work-order-quality-check,Work Order Quality Check,work_order_quality_check_packet.v1,A0,P0
operations,"Supply Chain, Manufacturing, Quality, Field Operations, and Asset Management",Safety and Operational Risk,SK-OPERATIONS-SAFETY-OBSERVATION-TRIAGE,operations-safety-observation-triage,Safety Observation Triage,safety_observation_triage_packet.v1,A0,P2
operations,"Supply Chain, Manufacturing, Quality, Field Operations, and Asset Management",Safety and Operational Risk,SK-OPERATIONS-EHS-INCIDENT-EVIDENCE,operations-ehs-incident-evidence,Ehs Incident Evidence,ehs_incident_evidence_packet.v1,A0,P2
operations,"Supply Chain, Manufacturing, Quality, Field Operations, and Asset Management",Operational Performance,SK-OPERATIONS-ENERGY-CONSUMPTION-VARIANCE,operations-energy-consumption-variance,Energy Consumption Variance,energy_consumption_variance_packet.v1,A0,P0
operations,"Supply Chain, Manufacturing, Quality, Field Operations, and Asset Management",Logistics and Order Fulfillment,SK-OPERATIONS-RETURN-MATERIAL-AUTHORIZATION-PREP,operations-return-material-authorization-prep,Return Material Authorization Prep,return_material_authorization_prep_packet.v1,A0,P0
operations,"Supply Chain, Manufacturing, Quality, Field Operations, and Asset Management",Quality Management,SK-OPERATIONS-PRODUCT-RECALL-READINESS,operations-product-recall-readiness,Product Recall Readiness,product_recall_readiness_packet.v1,A0,P0
operations,"Supply Chain, Manufacturing, Quality, Field Operations, and Asset Management",Planning and S&OP,SK-OPERATIONS-CAPACITY-CONSTRAINT-ANALYSIS,operations-capacity-constraint-analysis,Capacity Constraint Analysis,capacity_constraint_analysis_packet.v1,A0,P0
operations,"Supply Chain, Manufacturing, Quality, Field Operations, and Asset Management",Planning and S&OP,SK-OPERATIONS-SOP-CYCLE-READINESS,operations-sop-cycle-readiness,Sop Cycle Readiness,sop_cycle_readiness_packet.v1,A0,P0
operations,"Supply Chain, Manufacturing, Quality, Field Operations, and Asset Management",Operational Data Governance,SK-OPERATIONS-OPERATIONS-MASTER-DATA-REVIEW,operations-operations-master-data-review,Operations Master Data Review,operations_master_data_review_packet.v1,A0,P0
operations,"Supply Chain, Manufacturing, Quality, Field Operations, and Asset Management",Responsible Operations,SK-OPERATIONS-TRACEABILITY-EVIDENCE-PACK,operations-traceability-evidence-pack,Traceability Evidence Pack,traceability_evidence_pack_packet.v1,A0,P0
it,"IT Service Management, Enterprise Architecture, Cloud, Application Portfolio, and FinOps",IT Service Operations,SK-IT-SERVICE-REQUEST-CLASSIFICATION,it-service-request-classification,Service Request Classification,service_request_classification_packet.v1,A1,P0
it,"IT Service Management, Enterprise Architecture, Cloud, Application Portfolio, and FinOps",IT Service Operations,SK-IT-INCIDENT-TRIAGE-PREPARATION,it-incident-triage-preparation,Incident Triage Preparation,incident_triage_preparation_packet.v1,A0,P2
it,"IT Service Management, Enterprise Architecture, Cloud, Application Portfolio, and FinOps",IT Service Operations,SK-IT-PROBLEM-ROOT-CAUSE-EVIDENCE,it-problem-root-cause-evidence,Problem Root Cause Evidence,problem_root_cause_evidence_packet.v1,A0,P0
it,"IT Service Management, Enterprise Architecture, Cloud, Application Portfolio, and FinOps",Change and Release Governance,SK-IT-CHANGE-REVIEW-READINESS,it-change-review-readiness,Change Review Readiness,change_review_readiness_packet.v1,A0,P1
it,"IT Service Management, Enterprise Architecture, Cloud, Application Portfolio, and FinOps",Technology Data Governance,SK-IT-CMDB-QUALITY-ASSESSMENT,it-cmdb-quality-assessment,Cmdb Quality Assessment,cmdb_quality_assessment_packet.v1,A0,P0
it,"IT Service Management, Enterprise Architecture, Cloud, Application Portfolio, and FinOps",Technology Asset and Vendor Management,SK-IT-SOFTWARE-ASSET-LICENSE-REVIEW,it-software-asset-license-review,Software Asset License Review,software_asset_license_review_packet.v1,A0,P0
it,"IT Service Management, Enterprise Architecture, Cloud, Application Portfolio, and FinOps",Enterprise Architecture and Portfolio,SK-IT-APPLICATION-PORTFOLIO-ASSESSMENT,it-application-portfolio-assessment,Application Portfolio Assessment,application_portfolio_assessment_packet.v1,A0,P1
it,"IT Service Management, Enterprise Architecture, Cloud, Application Portfolio, and FinOps",Enterprise Architecture and Portfolio,SK-IT-ARCHITECTURE-DECISION-PACK,it-architecture-decision-pack,Architecture Decision Pack,architecture_decision_pack_packet.v1,A0,P0
it,"IT Service Management, Enterprise Architecture, Cloud, Application Portfolio, and FinOps",Cloud and FinOps Operations,SK-IT-CLOUD-COST-ANOMALY-REVIEW,it-cloud-cost-anomaly-review,Cloud Cost Anomaly Review,cloud_cost_anomaly_review_packet.v1,A0,P1
it,"IT Service Management, Enterprise Architecture, Cloud, Application Portfolio, and FinOps",Cloud and FinOps Operations,SK-IT-CLOUD-TAGGING-QUALITY-CHECK,it-cloud-tagging-quality-check,Cloud Tagging Quality Check,cloud_tagging_quality_check_packet.v1,A0,P0
it,"IT Service Management, Enterprise Architecture, Cloud, Application Portfolio, and FinOps",Cloud and FinOps Operations,SK-IT-FINOPS-COMMITMENT-ANALYSIS,it-finops-commitment-analysis,Finops Commitment Analysis,finops_commitment_analysis_packet.v1,A0,P0
it,"IT Service Management, Enterprise Architecture, Cloud, Application Portfolio, and FinOps",Cloud and Platform Operations,SK-IT-CAPACITY-RISK-MONITORING,it-capacity-risk-monitoring,Capacity Risk Monitoring,capacity_risk_monitoring_packet.v1,A0,P1
it,"IT Service Management, Enterprise Architecture, Cloud, Application Portfolio, and FinOps",IT Service Operations,SK-IT-SERVICE-LEVEL-EVIDENCE,it-service-level-evidence,Service Level Evidence,service_level_evidence_packet.v1,A0,P2
it,"IT Service Management, Enterprise Architecture, Cloud, Application Portfolio, and FinOps",Resilience and Recovery,SK-IT-BACKUP-RESTORE-READINESS,it-backup-restore-readiness,Backup Restore Readiness,backup_restore_readiness_packet.v1,A0,P0
it,"IT Service Management, Enterprise Architecture, Cloud, Application Portfolio, and FinOps",Resilience and Recovery,SK-IT-DISASTER-RECOVERY-PLAN-REVIEW,it-disaster-recovery-plan-review,Disaster Recovery Plan Review,disaster_recovery_plan_review_packet.v1,A0,P0
it,"IT Service Management, Enterprise Architecture, Cloud, Application Portfolio, and FinOps",Cloud and Platform Operations,SK-IT-OBSERVABILITY-HEALTH-REVIEW,it-observability-health-review,Observability Health Review,observability_health_review_packet.v1,A0,P1
it,"IT Service Management, Enterprise Architecture, Cloud, Application Portfolio, and FinOps",Cloud and Platform Operations,SK-IT-ALERT-NOISE-ANALYSIS,it-alert-noise-analysis,Alert Noise Analysis,alert_noise_analysis_packet.v1,A0,P1
it,"IT Service Management, Enterprise Architecture, Cloud, Application Portfolio, and FinOps",Digital Workplace and Access,SK-IT-ACCESS-REQUEST-PRECHECK,it-access-request-precheck,Access Request Precheck,access_request_precheck_packet.v1,A0,P0
it,"IT Service Management, Enterprise Architecture, Cloud, Application Portfolio, and FinOps",Digital Workplace and Access,SK-IT-DIGITAL-WORKPLACE-EXPERIENCE,it-digital-workplace-experience,Digital Workplace Experience,digital_workplace_experience_packet.v1,A0,P0
it,"IT Service Management, Enterprise Architecture, Cloud, Application Portfolio, and FinOps",Technology Asset and Vendor Management,SK-IT-TECHNOLOGY-VENDOR-RISK-REVIEW,it-technology-vendor-risk-review,Technology Vendor Risk Review,technology_vendor_risk_review_packet.v1,A0,P1
it,"IT Service Management, Enterprise Architecture, Cloud, Application Portfolio, and FinOps",Enterprise Architecture and Portfolio,SK-IT-INTEGRATION-INTERFACE-ASSESSMENT,it-integration-interface-assessment,Integration Interface Assessment,integration_interface_assessment_packet.v1,A0,P1
it,"IT Service Management, Enterprise Architecture, Cloud, Application Portfolio, and FinOps",Infrastructure Operations,SK-IT-DATA-CENTER-OPERATIONS-REVIEW,it-data-center-operations-review,Data Center Operations Review,data_center_operations_review_packet.v1,A0,P1
it,"IT Service Management, Enterprise Architecture, Cloud, Application Portfolio, and FinOps",Infrastructure Operations,SK-IT-PATCH-COMPLIANCE-EVIDENCE,it-patch-compliance-evidence,Patch Compliance Evidence,patch_compliance_evidence_packet.v1,A0,P0
it,"IT Service Management, Enterprise Architecture, Cloud, Application Portfolio, and FinOps",Enterprise Architecture and Portfolio,SK-IT-TECHNOLOGY-ROADMAP-SYNTHESIS,it-technology-roadmap-synthesis,Technology Roadmap Synthesis,technology_roadmap_synthesis_packet.v1,A0,P1
it,"IT Service Management, Enterprise Architecture, Cloud, Application Portfolio, and FinOps",IT Financial Management,SK-IT-IT-FINANCIAL-PLAN-SUPPORT,it-it-financial-plan-support,It Financial Plan Support,it_financial_plan_support_packet.v1,A0,P0
engineering,"Software Engineering, Platform Engineering, DevSecOps, Testing, and Release Management",Product Delivery Planning,SK-ENGINEERING-REQUIREMENTS-TRACEABILITY-REVIEW,engineering-requirements-traceability-review,Requirements Traceability Review,requirements_traceability_review_packet.v1,A0,P0
engineering,"Software Engineering, Platform Engineering, DevSecOps, Testing, and Release Management",Technical Design and Architecture,SK-ENGINEERING-ARCHITECTURE-DECISION-RECORD,engineering-architecture-decision-record,Architecture Decision Record,architecture_decision_record_packet.v1,A0,P0
engineering,"Software Engineering, Platform Engineering, DevSecOps, Testing, and Release Management",Product Delivery Planning,SK-ENGINEERING-BACKLOG-REFINEMENT-SUPPORT,engineering-backlog-refinement-support,Backlog Refinement Support,backlog_refinement_support_packet.v1,A0,P1
engineering,"Software Engineering, Platform Engineering, DevSecOps, Testing, and Release Management",Engineering Intelligence,SK-ENGINEERING-CODEBASE-EXPLORATION-BRIEF,engineering-codebase-exploration-brief,Codebase Exploration Brief,codebase_exploration_brief_packet.v1,A1,P0
